-0.176,-0.03,-0.01,0.0708216,-0.11506,0.0608757,0.649717,0.191882,0.0377874,-0.311425
-0.153425,-0.14522,-0.344546,-0.843105,-0.240222,-0.0312521,-0.526828,-0.361198,0.161,0.378
-0.16644,-0.056,-0.692037,-0.514332,-0.228891,0.846029,-0.754073,-0.483272,-0.291278,-0.121
-0.032,0.556055,-0.109047,0.10791,0.997331,0.546501,0.337242,-0.140243,-0.09141,-0.31
0.426,-0.284183,-0.422,0.0242653,1.2835,0.7925,-0.301709,-0.124831,-0.560623,0.159
-0.164,-0.320372,-0.719473,0.23421,0.668501,1.1665,0.192538,-0.106532,0.0355897,0.205
-0.36622,0.348144,-0.0760342,-0.231962,0.743501,0.977501,-0.375435,-0.480954,-0.217274,-0.278
0.14,0.398,-0.862327,-0.342755,0.556501,0.777889,-0.073759,-0.146316,-0.228421,-0.227
0.35,0.36,-0.531828,0.050967,0.425854,0.198548,0.28061,-0.484088,0.444,-0.319063
0.279788,0.34539,-0.0341359,0.0696007,0.108457,-0.300455,0.630119,0.0852181,-0.403861,0.39
