0.016,0.000,0.098,0.616,1.000,0.867,0.392,0.000,0.000,0.000
0.000,0.290,0.643,0.733,0.557,0.969,0.522,0.000,0.000,0.000
0.000,0.259,0.498,0.596,0.596,0.941,0.494,0.000,0.000,0.000
0.012,0.000,0.000,0.408,0.945,0.812,0.349,0.000,0.027,0.000
0.004,0.000,0.000,0.490,0.976,0.718,0.365,0.000,0.000,0.000
0.000,0.000,0.000,0.071,0.314,0.745,0.784,0.490,0.000,0.012
0.000,0.031,0.000,0.000,0.000,0.325,0.588,0.541,0.286,0.000
0.000,0.000,0.231,0.278,0.000,0.000,0.675,0.714,0.412,0.000
0.000,0.000,0.314,0.482,0.455,0.455,0.796,0.710,0.322,0.000
0.000,0.000,0.196,0.557,0.875,0.871,0.635,0.290,0.000,0.020
