0.000,0.008,0.000,0.000,0.224,0.894,0.800,0.443,0.000,0.000
0.000,0.000,0.000,0.420,0.898,0.957,0.875,0.522,0.000,0.000
0.000,0.000,0.110,0.569,0.949,0.686,0.925,0.671,0.000,0.000
0.000,0.000,0.220,0.471,0.639,0.525,0.886,0.659,0.000,0.000
0.004,0.000,0.000,0.118,0.400,0.925,0.725,0.349,0.000,0.000
0.016,0.000,0.180,0.482,0.761,0.957,0.494,0.000,0.000,0.000
0.000,0.294,0.706,0.953,0.922,0.490,0.035,0.000,0.000,0.012
0.000,0.216,0.706,1.000,1.000,0.741,0.482,0.251,0.067,0.000
0.000,0.000,0.400,0.710,0.863,0.957,0.851,0.573,0.212,0.000
0.004,0.027,0.000,0.000,0.082,0.545,0.961,0.827,0.341,0.000
