0.000,0.000,0.278,0.624,0.831,0.451,0.110,0.000,0.031,0.000
0.000,0.000,0.427,0.749,0.871,0.808,0.651,0.353,0.000,0.008
0.000,0.000,0.420,0.671,0.675,0.569,0.816,0.604,0.000,0.000
0.000,0.000,0.235,0.506,0.659,0.200,0.831,0.690,0.000,0.000
0.000,0.000,0.000,0.514,1.000,0.761,0.816,0.557,0.000,0.000
0.004,0.000,0.000,0.494,1.000,1.000,0.510,0.000,0.000,0.000
0.000,0.000,0.612,0.839,0.627,0.725,0.671,0.400,0.000,0.012
0.000,0.000,0.741,0.898,0.000,0.176,0.847,0.725,0.137,0.000
0.000,0.000,0.600,0.800,0.439,0.404,0.859,0.737,0.224,0.000
0.000,0.000,0.365,0.765,1.000,0.969,0.729,0.369,0.000,0.012
