0.00,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.30,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.40,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.80,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.90,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
0.972392,0.971635,0.970741,0.969994,0.969164,0.968091,0.967141,0.966062,0.964814,0.963644,0.962550,0.961130,0.960082,0.958541,0.956525,0.954655,0.953541,0.951164,0.948970,0.946903,0.944153,0.940593,0.939977,0.936223,0.933075,0.928138,0.927523,0.921980,0.919680,0.914099,0.910678,0.903657,0.902128,0.896013,0.890948,0.884705,0.873014,0.873280,0.863321,0.856876,0.849542,0.841341,0.831602,0.821016,0.811680,0.803318,0.794610,0.775301,0.774573,0.758811,0.743933,0.726837,0.725454,0.706016,0.705777,0.677909,0.668912,0.653339,0.625124,0.627363,0.594404,0.604416,0.565247,0.550504,0.542769,0.515247,0.494455,0.501924,0.465048,0.458052,0.447614,0.430182,0.402556,0.402446,0.397490,0.363566,0.359035,0.334507,0.319289,0.299309,0.294134,0.272342,0.268870,0.247888,0.253839,0.234005,0.219863,0.218187,0.187962,0.185270,0.172411,0.169576,0.161229,0.147753,0.144945,0.143016,0.123133,0.118898,0.111229,0.112525
0.977098,0.976180,0.975124,0.973826,0.972844,0.971715,0.970726,0.969011,0.967357,0.966037,0.964444,0.962661,0.961025,0.959209,0.956989,0.954480,0.952134,0.949025,0.948121,0.943107,0.939880,0.937402,0.933973,0.928783,0.926804,0.921475,0.916985,0.913884,0.906770,0.901377,0.898253,0.887280,0.884189,0.877547,0.874552,0.861412,0.853175,0.849922,0.837051,0.825358,0.825042,0.811421,0.800079,0.783486,0.773836,0.761653,0.748155,0.741478,0.722153,0.714136,0.697787,0.681588,0.666974,0.660590,0.641841,0.621771,0.603991,0.605767,0.587755,0.560819,0.545354,0.540514,0.511694,0.494023,0.493449,0.462393,0.454678,0.443725,0.415785,0.415031,0.392528,0.355355,0.352276,0.336537,0.335347,0.309123,0.307559,0.282199,0.278146,0.269070,0.265288,0.229351,0.233424,0.214214,0.209315,0.207643,0.183272,0.190665,0.164168,0.166208,0.153318,0.145159,0.144006,0.127463,0.121527,0.118325,0.119328,0.109710,0.101037,0.100425
0.977992,0.976952,0.975588,0.974278,0.972895,0.971321,0.969536,0.967820,0.966272,0.965039,0.962043,0.960400,0.958151,0.956374,0.952252,0.951265,0.946891,0.943144,0.939712,0.936142,0.932102,0.929432,0.927006,0.919527,0.913510,0.909426,0.903743,0.899859,0.894321,0.885058,0.878926,0.869643,0.861105,0.854512,0.846949,0.842295,0.830861,0.820320,0.803674,0.801201,0.783224,0.771888,0.773887,0.757580,0.738671,0.731500,0.716851,0.699245,0.683254,0.673893,0.665858,0.637529,0.627175,0.620319,0.592420,0.580428,0.572766,0.531968,0.538091,0.532784,0.505701,0.495582,0.462681,0.456930,0.440330,0.424277,0.430015,0.400176,0.380496,0.375846,0.349669,0.335499,0.330990,0.318948,0.303029,0.282843,0.266112,0.265879,0.249080,0.244858,0.223023,0.217125,0.201565,0.202020,0.193581,0.190637,0.177357,0.166312,0.149931,0.156345,0.140397,0.135194,0.125904,0.131358,0.112837,0.110796,0.104869,0.094344,0.090496,0.086775
0.980820,0.979623,0.978402,0.976920,0.975726,0.974201,0.972587,0.970446,0.968813,0.966659,0.964924,0.963057,0.960605,0.958025,0.955146,0.952009,0.949114,0.945593,0.943364,0.937530,0.933800,0.931279,0.925976,0.918885,0.915045,0.912434,0.902028,0.899949,0.893407,0.888589,0.878684,0.869874,0.863216,0.849997,0.847742,0.836605,0.828562,0.818616,0.815440,0.796277,0.783224,0.767061,0.768755,0.759347,0.726335,0.722400,0.707091,0.690243,0.677757,0.667229,0.647740,0.629422,0.635094,0.605118,0.587987,0.580815,0.550408,0.551592,0.537835,0.510796,0.508126,0.475701,0.474500,0.462586,0.421446,0.430204,0.419929,0.407657,0.383329,0.361340,0.359112,0.346691,0.321658,0.310391,0.303496,0.296614,0.271835,0.260141,0.248983,0.230755,0.232403,0.217206,0.203722,0.216655,0.192565,0.173815,0.177059,0.160224,0.165460,0.147511,0.141846,0.132271,0.114703,0.125579,0.116982,0.102612,0.105858,0.100046,0.100357,0.091421
0.981365,0.980330,0.978772,0.977650,0.976329,0.974423,0.972458,0.970747,0.968946,0.966970,0.964825,0.962701,0.959378,0.958178,0.954527,0.951564,0.949544,0.945369,0.940211,0.936486,0.935260,0.928339,0.921347,0.918980,0.913672,0.910128,0.902179,0.892595,0.888408,0.882017,0.874334,0.866076,0.858689,0.851547,0.838696,0.833067,0.818388,0.811124,0.784348,0.789377,0.765333,0.764081,0.746189,0.740401,0.730715,0.705281,0.700843,0.692141,0.669614,0.656813,0.637543,0.624930,0.619468,0.587236,0.585314,0.562429,0.543563,0.546439,0.516816,0.503393,0.486358,0.466377,0.465460,0.441710,0.425088,0.404096,0.388477,0.378220,0.371689,0.345304,0.340443,0.309023,0.313321,0.305159,0.301285,0.284424,0.250907,0.253141,0.246669,0.231075,0.223488,0.215361,0.201814,0.190336,0.187277,0.173728,0.159928,0.160359,0.150850,0.142325,0.135681,0.127951,0.131716,0.124508,0.113097,0.113715,0.105947,0.100460,0.092824,0.091434
0.982695,0.981600,0.980106,0.978904,0.977345,0.975849,0.974336,0.972384,0.970191,0.968397,0.965953,0.964050,0.961667,0.959048,0.955651,0.952011,0.949446,0.945229,0.941626,0.937439,0.933186,0.930052,0.925616,0.918698,0.913084,0.907961,0.897269,0.891918,0.887419,0.877374,0.871941,0.870786,0.856280,0.848013,0.840508,0.824909,0.813092,0.807483,0.799841,0.777341,0.766976,0.753151,0.746876,0.734868,0.718890,0.700038,0.682903,0.661816,0.661355,0.645537,0.634768,0.620759,0.600401,0.599637,0.561541,0.551959,0.540721,0.523909,0.516875,0.486824,0.470679,0.459547,0.437159,0.427922,0.423601,0.418429,0.381429,0.368167,0.361404,0.355642,0.338689,0.332891,0.289892,0.286770,0.288598,0.269217,0.266350,0.246761,0.244951,0.233729,0.213584,0.200074,0.188946,0.186233,0.174433,0.170965,0.167081,0.157087,0.152002,0.140627,0.137584,0.125705,0.119114,0.109891,0.113273,0.101188,0.096507,0.098129,0.088022,0.084159
0.982222,0.980977,0.979568,0.978073,0.976385,0.974830,0.972896,0.971149,0.967872,0.966618,0.963706,0.962342,0.958150,0.954753,0.952601,0.948774,0.943769,0.939161,0.936962,0.930801,0.927239,0.921495,0.915627,0.909346,0.902756,0.893330,0.886919,0.885079,0.876379,0.865660,0.857464,0.847715,0.842703,0.829455,0.817905,0.805288,0.799584,0.784553,0.769978,0.753612,0.748984,0.730033,0.721704,0.698301,0.676177,0.683895,0.667270,0.642463,0.629186,0.601324,0.603277,0.580437,0.566330,0.554502,0.550232,0.506629,0.502293,0.508004,0.480122,0.466796,0.446574,0.428223,0.408197,0.385114,0.377409,0.369105,0.348321,0.339257,0.319087,0.318801,0.290468,0.297051,0.267253,0.261846,0.259375,0.258965,0.229978,0.232640,0.212154,0.207129,0.192213,0.182896,0.176447,0.166836,0.155557,0.160229,0.148195,0.142263,0.132798,0.126823,0.117838,0.114201,0.106608,0.099647,0.108992,0.091099,0.086363,0.086751,0.082464,0.074002
0.983905,0.982623,0.981484,0.980105,0.979027,0.977156,0.975576,0.973858,0.971101,0.969395,0.967325,0.965006,0.963321,0.959154,0.955876,0.952215,0.950051,0.946546,0.943392,0.939166,0.934020,0.928725,0.923752,0.917076,0.911120,0.905550,0.900037,0.891270,0.883950,0.871849,0.865948,0.858251,0.847919,0.839510,0.820842,0.822310,0.806615,0.798010,0.784405,0.774341,0.760026,0.751965,0.742179,0.722368,0.700139,0.695934,0.675291,0.658362,0.651094,0.623603,0.630534,0.610412,0.590177,0.571413,0.559381,0.538297,0.509720,0.505332,0.482909,0.463277,0.459904,0.449120,0.427322,0.415850,0.407081,0.398745,0.372603,0.363050,0.344516,0.330372,0.317991,0.309688,0.297726,0.275304,0.272929,0.254457,0.237506,0.241946,0.223921,0.222090,0.207050,0.197176,0.188994,0.169334,0.182487,0.166791,0.144209,0.148379,0.137456,0.129375,0.125525,0.114158,0.112839,0.105297,0.103669,0.096197,0.086347,0.086544,0.088163,0.081112
0.984630,0.983373,0.982059,0.980686,0.979212,0.977868,0.976172,0.974053,0.971854,0.969298,0.968364,0.965126,0.963087,0.959188,0.956821,0.953448,0.949686,0.945908,0.942057,0.936560,0.933929,0.926020,0.921057,0.916245,0.910615,0.910255,0.898816,0.887894,0.882828,0.878450,0.866257,0.859802,0.848660,0.840090,0.825089,0.821999,0.809713,0.798425,0.784639,0.774829,0.750283,0.747032,0.732585,0.721317,0.715709,0.693902,0.679357,0.662656,0.651698,0.633360,0.616630,0.612518,0.600279,0.570288,0.557624,0.551748,0.526925,0.498621,0.489070,0.466789,0.459009,0.436030,0.433377,0.408178,0.390798,0.393597,0.369296,0.350058,0.348583,0.321606,0.315692,0.300067,0.295090,0.285029,0.265181,0.250809,0.252311,0.236502,0.223509,0.219046,0.210134,0.207657,0.178888,0.170026,0.178200,0.166419,0.147733,0.159039,0.140441,0.127290,0.122036,0.123560,0.107184,0.111636,0.100653,0.098870,0.096565,0.083398,0.083223,0.076745
0.984598,0.983304,0.982044,0.980764,0.979016,0.977813,0.975628,0.974095,0.971848,0.969261,0.967475,0.965184,0.961118,0.959277,0.954374,0.953450,0.949263,0.945193,0.942046,0.935460,0.932043,0.928808,0.924007,0.915466,0.910038,0.905505,0.899556,0.888740,0.879842,0.875662,0.868818,0.858981,0.845778,0.842917,0.828650,0.822562,0.801914,0.795567,0.780646,0.775830,0.753246,0.747562,0.725183,0.717547,0.708018,0.682142,0.680562,0.654914,0.642541,0.619943,0.616688,0.595369,0.585016,0.556945,0.543396,0.530157,0.519734,0.506636,0.488851,0.475564,0.459511,0.428895,0.421516,0.401616,0.390035,0.375994,0.367457,0.339838,0.341549,0.328020,0.318950,0.302088,0.291391,0.271344,0.275003,0.249358,0.251090,0.222574,0.210145,0.205466,0.201496,0.187336,0.190281,0.181330,0.155416,0.163292,0.146567,0.145323,0.143201,0.123342,0.118791,0.114500,0.108200,0.103826,0.097407,0.091546,0.083426,0.084540,0.077104,0.071406
