0.000,0.012,0.000,0.318,0.706,0.800,0.380,0.000,0.000,0.000
0.000,0.000,0.000,0.471,0.929,0.596,0.239,0.000,0.000,0.000
0.000,0.000,0.322,0.749,1.000,0.376,0.027,0.000,0.000,0.000
0.000,0.000,0.545,0.902,0.910,0.227,0.000,0.000,0.004,0.000
0.000,0.000,0.588,0.875,0.714,0.196,0.000,0.000,0.004,0.000
0.000,0.000,0.647,0.914,0.647,0.361,0.000,0.000,0.031,0.004
0.000,0.000,0.565,0.906,0.914,0.706,0.847,0.592,0.000,0.000
0.000,0.000,0.349,0.765,1.000,0.714,0.973,0.765,0.122,0.000
0.000,0.000,0.000,0.502,0.894,0.710,0.831,0.667,0.251,0.000
0.000,0.008,0.000,0.180,0.510,0.922,0.741,0.392,0.000,0.000
