0.000,0.000,0.478,0.686,0.490,0.000,0.000,0.000,0.039,0.000
0.000,0.000,0.545,0.875,0.898,0.859,0.796,0.486,0.000,0.004
0.000,0.000,0.541,0.918,1.000,1.000,0.855,0.490,0.000,0.000
0.000,0.000,0.471,0.847,1.000,0.973,0.631,0.243,0.000,0.000
0.000,0.000,0.361,0.729,0.976,0.988,0.624,0.224,0.000,0.000
0.000,0.000,0.078,0.204,0.329,0.392,0.894,0.749,0.161,0.000
0.000,0.027,0.000,0.000,0.000,0.000,0.894,0.835,0.325,0.000
0.000,0.000,0.106,0.055,0.000,0.396,0.949,0.800,0.196,0.000
0.000,0.000,0.208,0.396,0.557,0.788,0.922,0.627,0.000,0.000
0.000,0.000,0.267,0.690,1.000,1.000,0.702,0.294,0.000,0.008
