0.000,0.000,0.243,0.384,0.463,0.753,0.973,1.000,0.776,0.000
0.000,0.000,0.259,0.404,0.396,0.376,0.647,0.804,0.671,0.000
0.008,0.000,0.149,0.235,0.216,0.153,0.584,0.596,0.349,0.000
0.000,0.071,0.137,0.133,0.196,0.565,0.827,0.584,0.000,0.012
0.000,0.118,0.345,0.459,0.529,0.918,0.949,0.655,0.125,0.000
0.000,0.000,0.412,0.729,0.906,0.965,0.545,0.090,0.000,0.000
0.000,0.000,0.000,0.569,0.992,0.573,0.204,0.000,0.000,0.008
0.004,0.000,0.000,0.569,0.976,0.224,0.000,0.000,0.012,0.000
0.000,0.000,0.384,0.686,0.757,0.180,0.000,0.008,0.000,0.000
0.000,0.000,0.565,0.706,0.063,0.024,0.000,0.004,0.000,0.000
