0.000,0.000,0.000,0.459,0.827,0.569,0.161,0.000,0.004,0.008
0.008,0.000,0.443,0.831,0.992,0.635,0.835,0.635,0.000,0.000
0.000,0.000,0.678,0.945,0.667,0.404,0.824,0.718,0.231,0.000
0.000,0.000,0.718,0.839,0.000,0.000,0.494,0.569,0.384,0.000
0.000,0.039,0.557,0.639,0.000,0.000,0.376,0.486,0.388,0.000
0.000,0.192,0.404,0.412,0.000,0.000,0.431,0.518,0.384,0.000
0.000,0.129,0.471,0.522,0.000,0.000,0.604,0.620,0.325,0.000
0.000,0.000,0.627,0.749,0.000,0.369,0.745,0.608,0.102,0.000
0.000,0.000,0.580,0.773,0.471,0.620,0.667,0.424,0.000,0.020
0.004,0.000,0.059,0.502,0.859,0.643,0.235,0.000,0.035,0.000
